Soil code          1
Hapke_b         0.84
Hapke_c         0.68
Hapke_B0        0.30
Hapke_h         0.23
SM%              5.0
Cab_green       70.0
Cw_green       0.008
Cdm_green      0.003
Cs_green        0.05
N_green        1.500
Cab_brown        5.0
Cw_brown       0.001
Cdm_brown      0.005
Cs_brown        1.00
N_brown        2.000
LAI             1.00
LIDF a         -0.35
LIDF b         -0.15
hot             0.05
fB              0.00
D               0.80
Cv%             100.
zeta            0.50
sza             30.0
azi              0.0

          wavelengths in micron:
  55.0   0.0721	0.1378	0.1319	0.5064	0.5806	
  56.0   0.0706	0.1362	0.1293	0.5061	0.5803	
  57.0   0.0691	0.1345	0.1266	0.5058	0.5800	
  58.0   0.0676	0.1328	0.1238	0.5055	0.5797	
  59.0   0.0659	0.1310	0.1209	0.5053	0.5794	
  60.0   0.0643	0.1291	0.1178	0.5051	0.5791	
  61.0   0.0625	0.1272	0.1147	0.5049	0.5789	
  62.0   0.0607	0.1252	0.1115	0.5046	0.5786	
  63.0   0.0588	0.1231	0.1081	0.5044	0.5784	
  64.0   0.0569	0.1210	0.1046	0.5042	0.5781	
  65.0   0.0549	0.1188	0.1010	0.5040	0.5779	
  66.0   0.0528	0.1165	0.0973	0.5039	0.5777	
  67.0   0.0506	0.1142	0.0934	0.5037	0.5775	
  68.0   0.0484	0.1118	0.0893	0.5036	0.5773	
  69.0   0.0461	0.1093	0.0852	0.5035	0.5771	
  70.0   0.0437	0.1067	0.0809	0.5035	0.5770	
  71.0   0.0412	0.1041	0.0764	0.5034	0.5768	
  72.0   0.0387	0.1014	0.0719	0.5033	0.5766	
  73.0   0.0361	0.0987	0.0672	0.5033	0.5764	
  74.0   0.0335	0.0959	0.0625	0.5032	0.5762	
  75.0   0.0308	0.0932	0.0576	0.5031	0.5759	
  76.0   0.0281	0.0904	0.0528	0.5031	0.5757	
  77.0   0.0254	0.0876	0.0479	0.5031	0.5754	
  78.0   0.0227	0.0850	0.0431	0.5031	0.5752	
  79.0   0.0201	0.0824	0.0385	0.5031	0.5748	
  80.0   0.0176	0.0801	0.0341	0.5031	0.5744	
  81.0   0.0153	0.0780	0.0300	0.5030	0.5739	
  82.0   0.0133	0.0763	0.0265	0.5029	0.5732	
  83.0   0.0117	0.0751	0.0236	0.5028	0.5724	
  84.0   0.0104	0.0744	0.0214	0.5025	0.5714	
  85.0   0.0096	0.0743	0.0201	0.5022	0.5702	
  86.0   0.0091	0.0747	0.0195	0.5019	0.5690	
  87.0   0.0090	0.0756	0.0194	0.5017	0.5677	
  88.0   0.0089	0.0767	0.0196	0.5018	0.5666	
  89.0   0.0089	0.0781	0.0198	0.5024	0.5661	
