LAI	1.270000	1.270000	1.120000	1.120000
fB	0.210000	0.210000	0.240000	0.240000
LIDFa	-0.300000	-0.450000	0.100000	0.020000
greenCw	0.023000	0.023000	0.013000	0.013000
400.0	0.015906	0.013707	0.020454	0.019492
410.0	0.016042	0.013862	0.020626	0.019671
420.0	0.016560	0.014348	0.021321	0.020352
430.0	0.016985	0.014747	0.021886	0.020906
440.0	0.017811	0.015481	0.022955	0.021934
450.0	0.019235	0.016718	0.024786	0.023682
460.0	0.019721	0.017151	0.025412	0.024284
470.0	0.020070	0.017464	0.025856	0.024711
480.0	0.020597	0.017929	0.026523	0.025351
490.0	0.021725	0.018911	0.027953	0.026715
500.0	0.024635	0.021412	0.031645	0.030222
510.0	0.032305	0.027945	0.041356	0.039424
520.0	0.044328	0.038147	0.056505	0.053760
530.0	0.052168	0.044810	0.066325	0.063055
540.0	0.055623	0.047770	0.070648	0.067157
550.0	0.058234	0.050005	0.073916	0.070258
560.0	0.056091	0.048218	0.071246	0.067746
570.0	0.050409	0.043437	0.064153	0.061053
580.0	0.045710	0.039481	0.058290	0.055520
590.0	0.042637	0.036897	0.054464	0.051913
600.0	0.040423	0.035038	0.051715	0.049322
610.0	0.037141	0.032275	0.047602	0.045441
620.0	0.034982	0.030460	0.044900	0.042894
630.0	0.034197	0.029804	0.043945	0.041998
640.0	0.031626	0.027625	0.040721	0.038949
650.0	0.027981	0.024523	0.036116	0.034589
660.0	0.024130	0.021239	0.031207	0.029935
670.0	0.022198	0.019602	0.028718	0.027578
680.0	0.022936	0.020286	0.029639	0.028473
690.0	0.029993	0.026412	0.038656	0.037071
700.0	0.052871	0.045969	0.067666	0.064594
710.0	0.088715	0.076445	0.112436	0.106978
720.0	0.124015	0.106424	0.155730	0.147934
730.0	0.155177	0.132879	0.193344	0.183504
740.0	0.177056	0.151468	0.219462	0.208206
750.0	0.190300	0.162739	0.235149	0.223051
760.0	0.196159	0.167756	0.242081	0.229626
770.0	0.198689	0.169951	0.245105	0.232508
780.0	0.199762	0.170913	0.246440	0.233796
790.0	0.200795	0.171839	0.247725	0.235036
800.0	0.201781	0.172724	0.248949	0.236217
810.0	0.202688	0.173541	0.250079	0.237308
820.0	0.203444	0.174227	0.251062	0.238259
830.0	0.203940	0.174690	0.251831	0.239005
840.0	0.204363	0.175088	0.252512	0.239668
850.0	0.204847	0.175536	0.253203	0.240338
860.0	0.205329	0.175981	0.253862	0.240978
870.0	0.205712	0.176341	0.254421	0.241522
880.0	0.205987	0.176609	0.254876	0.241967
890.0	0.206190	0.176812	0.255248	0.242333
900.0	0.206324	0.176952	0.255540	0.242620
910.0	0.206228	0.176894	0.255644	0.242728
920.0	0.205694	0.176462	0.255402	0.242509
930.0	0.204732	0.175668	0.254853	0.241998
940.0	0.202991	0.174212	0.253709	0.240924
950.0	0.199733	0.171472	0.251422	0.238768
960.0	0.195538	0.167938	0.248391	0.235908
970.0	0.193610	0.166322	0.247014	0.234613
980.0	0.193970	0.166646	0.247360	0.234948
990.0	0.195164	0.167679	0.248335	0.235879
1000.0	0.196965	0.169232	0.249762	0.237238
1010.0	0.199174	0.171131	0.251473	0.238869
1020.0	0.201376	0.173025	0.253135	0.240451
