1030.0	0.203120	0.174525	0.254422	0.241676
1040.0	0.204432	0.175654	0.255360	0.242569
1050.0	0.205328	0.176425	0.255977	0.243157
1060.0	0.205805	0.176838	0.256255	0.243423
1070.0	0.205768	0.176810	0.256077	0.243255
1080.0	0.205299	0.176416	0.255578	0.242782
1090.0	0.204540	0.175775	0.254884	0.242124
1100.0	0.203594	0.174975	0.254088	0.241370
1110.0	0.202357	0.173927	0.253116	0.240451
1120.0	0.200264	0.172151	0.251509	0.238929
1130.0	0.196029	0.168558	0.248290	0.235881
1140.0	0.188361	0.162054	0.242367	0.230275
1150.0	0.180271	0.155190	0.235898	0.224151
1160.0	0.176051	0.151608	0.232439	0.220876
1170.0	0.174324	0.150134	0.230901	0.219416
1180.0	0.173484	0.149412	0.230057	0.218612
1190.0	0.173095	0.149080	0.229667	0.218241
1200.0	0.172998	0.148998	0.229548	0.218129
1210.0	0.173232	0.149201	0.229717	0.218291
1220.0	0.173826	0.149714	0.230215	0.218766
1230.0	0.174627	0.150404	0.230875	0.219394
1240.0	0.175551	0.151198	0.231615	0.220098
1250.0	0.176517	0.152026	0.232382	0.220826
1260.0	0.177212	0.152620	0.232889	0.221308
1270.0	0.177238	0.152645	0.232870	0.221291
1280.0	0.176236	0.151799	0.232054	0.220521
1290.0	0.173982	0.149889	0.230182	0.218750
1300.0	0.170575	0.146998	0.227315	0.216035
1310.0	0.166429	0.143477	0.223788	0.212696
1320.0	0.161945	0.139665	0.219900	0.209013
1330.0	0.155051	0.133802	0.213789	0.203225
1340.0	0.143111	0.123653	0.202778	0.192796
1350.0	0.129788	0.112319	0.189765	0.180468
1360.0	0.119156	0.103256	0.178779	0.170056
1370.0	0.111055	0.096331	0.170036	0.161761
1380.0	0.100846	0.087606	0.158557	0.150875
1390.0	0.081304	0.070937	0.134870	0.128425
1400.0	0.060224	0.052930	0.106240	0.101281
1410.0	0.047085	0.041662	0.086351	0.082410
1420.0	0.040483	0.035970	0.075632	0.072228
1430.0	0.037567	0.033438	0.070756	0.067590
1440.0	0.036805	0.032764	0.069518	0.066406
1450.0	0.036976	0.032902	0.069869	0.066736
1460.0	0.037685	0.033510	0.071124	0.067926
1470.0	0.039210	0.034823	0.073746	0.070414
1480.0	0.041958	0.037185	0.078352	0.074785
1490.0	0.046006	0.040660	0.084917	0.081014
1500.0	0.051052	0.044983	0.092782	0.088473
1510.0	0.056620	0.049750	0.101107	0.096367
1520.0	0.062038	0.054385	0.108885	0.103744
1530.0	0.066826	0.058481	0.115525	0.110039
1540.0	0.071143	0.062173	0.121333	0.115546
1550.0	0.075316	0.065738	0.126791	0.120720
1560.0	0.079383	0.069211	0.131975	0.125634
1570.0	0.083244	0.072509	0.136778	0.130187
1580.0	0.086880	0.075613	0.141193	0.134371
1590.0	0.090390	0.078610	0.145369	0.138329
1600.0	0.093806	0.081527	0.149362	0.142114
1610.0	0.096965	0.084225	0.152990	0.145554
1620.0	0.099669	0.086535	0.156042	0.148448
1630.0	0.101871	0.088414	0.158483	0.150762
1640.0	0.103683	0.089959	0.160460	0.152636
1650.0	0.105174	0.091228	0.162053	0.154144
1660.0	0.106279	0.092165	0.163189	0.155218
1670.0	0.106907	0.092693	0.163772	0.155767
1680.0	0.107002	0.092764	0.163759	0.155748
1690.0	0.106521	0.092341	0.163104	0.155121
1700.0	0.105483	0.091442	0.161847	0.153922
1710.0	0.103902	0.090083	0.160021	0.152186
1720.0	0.101716	0.088212	0.157544	0.149835
1730.0	0.098956	0.085859	0.154441	0.146894
1740.0	0.095830	0.083204	0.150930	0.143571
1750.0	0.092497	0.080376	0.147124	0.139971
1760.0	0.089165	0.077551	0.143239	0.136295
1770.0	0.086129	0.074978	0.139645	0.132896
1780.0	0.083603	0.072839	0.136612	0.130028
1790.0	0.081769	0.071284	0.134381	0.127918
1800.0	0.080977	0.070611	0.133410	0.127000
1810.0	0.081216	0.070811	0.133705	0.127278
1820.0	0.080442	0.070149	0.132752	0.126375
1830.0	0.078589	0.068572	0.130455	0.124199
1840.0	0.079381	0.069241	0.131450	0.125140
1850.0	0.075374	0.065822	0.126424	0.120378
1860.0	0.056805	0.049985	0.101355	0.096625
1870.0	0.038877	0.034622	0.073733	0.070427
1880.0	0.028418	0.025578	0.055408	0.053019
1890.0	0.022952	0.020780	0.044982	0.043089
1900.0	0.020057	0.018183	0.039294	0.037652
1910.0	0.018469	0.016729	0.036201	0.034685
1920.0	0.017574	0.015905	0.034461	0.033014
1930.0	0.017158	0.015529	0.033630	0.032218
1940.0	0.017162	0.015542	0.033618	0.032210
1950.0	0.017453	0.015820	0.034186	0.032759
1960.0	0.017918	0.016255	0.035121	0.033659
1970.0	0.018499	0.016788	0.036315	0.034803
1980.0	0.019209	0.017429	0.037802	0.036224
1990.0	0.020111	0.018233	0.039690	0.038026
2000.0	0.021205	0.019201	0.041961	0.040191
2010.0	0.022420	0.020269	0.044454	0.042564
2020.0	0.023697	0.021383	0.047042	0.045024
2030.0	0.025005	0.022517	0.049660	0.047510
2040.0	0.026350	0.023674	0.052321	0.050033
2050.0	0.027789	0.024902	0.055117	0.052681
2060.0	0.029358	0.026238	0.058087	0.055492
2070.0	0.031073	0.027698	0.061230	0.058467
2080.0	0.032876	0.029236	0.064429	0.061497
2090.0	0.034646	0.030747	0.067490	0.064395
2100.0	0.036318	0.032175	0.070309	0.067066
2110.0	0.037881	0.033511	0.072891	0.069511
2120.0	0.039348	0.034763	0.075273	0.071767
2130.0	0.040724	0.035936	0.077474	0.073852
2140.0	0.042023	0.037041	0.079523	0.075791
2150.0	0.043236	0.038073	0.081408	0.077575
2160.0	0.044335	0.039008	0.083093	0.079170
2170.0	0.045275	0.039811	0.084520	0.080521
2180.0	0.046015	0.040445	0.085633	0.081577
2190.0	0.046524	0.040884	0.086394	0.082301
2200.0	0.046746	0.041081	0.086723	0.082616
2210.0	0.046646	0.041003	0.086571	0.082476
2220.0	0.046240	0.040662	0.085967	0.081905
2230.0	0.045519	0.040045	0.084889	0.080883
2240.0	0.044474	0.039141	0.083317	0.079388
2250.0	0.043158	0.037993	0.081330	0.077495
2260.0	0.041693	0.036709	0.079111	0.075378
2270.0	0.040195	0.035396	0.076829	0.073201
2280.0	0.038752	0.034133	0.074617	0.071092
2290.0	0.037342	0.032903	0.072428	0.069007
2300.0	0.035946	0.031695	0.070216	0.066905
2310.0	0.034582	0.030528	0.068003	0.064806
2320.0	0.033256	0.029402	0.065799	0.062722
2330.0	0.031901	0.028254	0.063501	0.060549
2340.0	0.030461	0.027029	0.061022	0.058202
2350.0	0.029019	0.025797	0.058505	0.055817
2360.0	0.027646	0.024622	0.056067	0.053508
2370.0	0.026367	0.023525	0.053751	0.051314
2380.0	0.025156	0.022483	0.051526	0.049203
2390.0	0.024009	0.021490	0.049396	0.047181
2400.0	0.022917	0.020537	0.047349	0.045235
