2 !No of header lines including this one
YOUNG	OLD1	OLD2	
3 348 !number of soils, number of bands
1	2	3	!soilcode
0.84	0.84	0.84	!b
0.68	0.68	0.68	!c
0.3	0.3	0.3	!bo
0.23	0.23	0.23	!h
0.042547233	0.0399474126	0.0389922392	
0.0425382533333	0.0399623124167	0.0390156854333	
0.042549669	0.0399740287	0.0390424318	
0.0425664913333	0.0399290331167	0.0390340050333	
0.0426225743333	0.0398986777167	0.0390387995333	
0.0427301606667	0.0399442290333	0.0390935125667	
0.0428441616667	0.0399251965833	0.0390981734667	
0.042959945	0.039883823	0.0390898804	
0.0431712286667	0.0399304202833	0.0391784510667	
0.0433535746667	0.0400320448333	0.0392980824667	
0.0435211023333	0.0401297753167	0.0394066428333	
0.0436934026667	0.0402207799333	0.0395051864667	
0.0438471413333	0.0403203212167	0.0396054951333	
0.044058967	0.04046254795	0.0397585134	
0.0442611566667	0.0405984750833	0.0399106395667	
0.0444093156667	0.0406811490333	0.0400142027667	
0.0445361646667	0.0407694312333	0.0401129779667	
0.0446525626667	0.0408674452833	0.0402137902667	
0.044758576	0.0409639147	0.0403087133	
0.0448285826667	0.0410472476833	0.0403992843667	
0.0448771923333	0.0411190741167	0.0404864397333	
0.0449288093333	0.0411785499667	0.0405676889333	
0.0450060503333	0.0412862170667	0.0406788195333	
0.045114174	0.0414287511	0.0408230436	
0.0452411953333	0.0415669372667	0.0409757357333	
0.045385131	0.04178716475	0.0411930401	
0.0455625166667	0.0420592364833	0.0414642695667	
0.0458043073333	0.0423823355667	0.0417894389333	
0.0460907673333	0.0427149068167	0.0421275690333	
0.046381861	0.04310594705	0.0425041902	
0.0466548263333	0.0435384947667	0.0429015037333	
0.0470000126667	0.0440313116833	0.0433634845667	
0.0473794306667	0.0445797389833	0.0438775519667	
0.0477343146667	0.0451549133833	0.0443989670667	
0.048065926	0.0457808546	0.0449419452	
0.0483669446667	0.0464365900333	0.0454997401667	
0.0486549063333	0.0471414626167	0.0460902061333	
0.0489698313333	0.0479338829667	0.0467518542333	
0.049318923	0.04882070145	0.0474825705	
0.049644851	0.0497429188	0.0482290076	
0.0499289966667	0.0507036609333	0.0489897430667	
0.050191742	0.05173712795	0.049799881	
0.050449735	0.0528570681	0.0506675516	
0.050742078	0.0540790243	0.0516144246	
0.0510668856667	0.0553842280833	0.0526332217667	
0.0514098673333	0.0567752164167	0.0537155489333	
0.0517551306667	0.0582537077833	0.0548595411667	
0.0520977716667	0.0598289305833	0.0560714750667	
0.0524356806667	0.0614768093833	0.0573304939667	
0.0527926363333	0.0632197615667	0.0586640607333	
0.0531896133333	0.0650633029167	0.0600866517333	
0.0535578483333	0.0669436516667	0.0615303891333	
0.0538939373333	0.0688634795167	0.0629981852333	
0.0542327313333	0.0708158042667	0.0644973799333	
0.054591593	0.0727907329	0.0660220398	
0.0549583436667	0.0747727550333	0.0675568865667	
0.0553226753333	0.0767363524667	0.0690843572333	
0.0556586996667	0.0786309820333	0.0705633192667	
0.0560033983333	0.0804798749667	0.0720156963333	
0.0563321993333	0.0822542485167	0.0734146893333	
0.0566979923333	0.0839756975667	0.0747851445333	
0.0571330103333	0.0856390812667	0.0761287958333	
0.057539904	0.08719356805	0.077390145	
0.0579222733333	0.0886224453667	0.0785563552333	
0.0583219553333	0.0899623544667	0.0796594159333	
0.0587244033333	0.0911985266667	0.0806792973333	
0.059140919	0.09234197655	0.0816295912	
0.0595654723333	0.0933941464667	0.0825136641333	
0.060001353	0.09435321715	0.0833294275	
0.0604232423333	0.0952226271167	0.0840783931333	
0.0608272823333	0.0960114117167	0.0847628672333	
0.061256534	0.09673651115	0.0854049537	
0.061697416	0.09740536135	0.0860071186	
