Wavelength	Blackberry	Grass	Blueberry	Litter	Humus	Soil
761	0.367042922	0.36194343	0.361449779	0.361310392	0.048444597	0.151849785
762	0.3672351	0.362131917	0.361671556	0.36237905	0.048569208	0.152192074
763	0.367386403	0.362271895	0.361859885	0.363409484	0.048666528	0.15251799
764	0.367505135	0.362375112	0.362030847	0.364429005	0.048752061	0.152837482
765	0.367604322	0.362452662	0.362184	0.365450308	0.048834307	0.153143496
766	0.36770838	0.362532821	0.362346034	0.366483603	0.048916083	0.153448668
767	0.367789771	0.362587445	0.362495788	0.367500539	0.049001543	0.153752147
768	0.367861713	0.362629425	0.362635212	0.368532175	0.04910654	0.154057836
769	0.367923583	0.362658962	0.362769528	0.369558784	0.049216658	0.154358859
770	0.36798886	0.362695226	0.362918821	0.370581735	0.049323454	0.154660096
771	0.36802889	0.362710242	0.36305176	0.371589221	0.049434139	0.154955396
772	0.36804727	0.362702523	0.363166568	0.372578275	0.049548297	0.155242069
773	0.368021885	0.362648842	0.363241146	0.373529288	0.049669724	0.155512455
774	0.367983822	0.362578243	0.363307203	0.374474901	0.04979995	0.155778521
775	0.367930111	0.362496094	0.363355671	0.375386115	0.049915484	0.156029317
776	0.367883736	0.362424415	0.363412805	0.376292118	0.050025274	0.156273707
777	0.367842448	0.362359027	0.363493603	0.377194149	0.050139638	0.156509329
778	0.367792401	0.362284669	0.363559712	0.378081348	0.050245912	0.156749324
779	0.367709139	0.362172851	0.363587611	0.378929908	0.05034349	0.156971953
780	0.3676226	0.362057859	0.363615823	0.379767347	0.05043056	0.157180589
781	0.367541751	0.361950286	0.363656077	0.380608325	0.050521662	0.157392544
782	0.36753626	0.361916379	0.363770254	0.381524241	0.050634788	0.15763719
783	0.367517333	0.361867075	0.363864875	0.382416192	0.050753497	0.157865963
784	0.367492852	0.361818215	0.363958857	0.383280651	0.050859482	0.158085708
785	0.367471859	0.361771355	0.364051233	0.384153408	0.050978223	0.158312387
786	0.367479142	0.361751946	0.364165662	0.3850649	0.051112991	0.158554089
787	0.367532546	0.361780833	0.364331376	0.386008572	0.051243355	0.15880881
788	0.367608328	0.361832493	0.364524713	0.38697004	0.051373393	0.159074731
789	0.367611735	0.361818311	0.364649257	0.387855163	0.051488063	0.159303329
790	0.367607372	0.361796773	0.364762712	0.388718959	0.051591407	0.159513316
791	0.3675964	0.361766654	0.364864002	0.389562889	0.051697125	0.159717493
792	0.367634907	0.361787023	0.36501419	0.390453396	0.05181791	0.159945288
793	0.367656689	0.361797307	0.365152387	0.391314504	0.051932638	0.160163589
794	0.367639976	0.361769554	0.365258724	0.392140581	0.052043484	0.160366253
795	0.367589491	0.361705986	0.365335929	0.392920476	0.05214034	0.160540818
796	0.367510471	0.361612423	0.365375215	0.393653095	0.052219726	0.160694238
797	0.367438972	0.361519381	0.365419037	0.394388245	0.052313702	0.16083691
798	0.367391162	0.361448411	0.365494805	0.395154449	0.052407282	0.160985897
799	0.367401577	0.361438373	0.365632889	0.39596853	0.052509675	0.161157643
800	0.367407904	0.361427894	0.365763548	0.396747626	0.052612162	0.161317764
801	0.367352048	0.361351841	0.365832271	0.397468471	0.052699103	0.161446295
802	0.367269538	0.3612463	0.365874637	0.398155058	0.052776586	0.16156538
803	0.367208417	0.361155617	0.365933141	0.398859946	0.05287104	0.16170351
804	0.367187416	0.361108186	0.366033768	0.399599247	0.052968528	0.1618477
805	0.367203406	0.361096984	0.36617069	0.400356887	0.053068662	0.162002021
806	0.367214559	0.361077982	0.366299515	0.401097624	0.05317085	0.162156312
807	0.36721249	0.361051206	0.366408747	0.401825497	0.053271343	0.162302693
808	0.367247905	0.361065889	0.366553896	0.402611068	0.053395766	0.162477126
809	0.367314659	0.361114302	0.366731294	0.403438894	0.053540155	0.162681097
810	0.367368757	0.36115774	0.366904416	0.40425285	0.053680489	0.162884303
811	0.367388735	0.36116874	0.367033693	0.40502165	0.053816717	0.163071541
812	0.367405579	0.361176728	0.367165032	0.405772236	0.053942166	0.163238194
813	0.367439109	0.361200345	0.367328523	0.406520872	0.054062771	0.163381371
814	0.367439857	0.361192742	0.367450174	0.407230889	0.054180321	0.163510676
815	0.367421738	0.361168216	0.367549725	0.407919307	0.054299688	0.163631679
816	0.367393086	0.361135744	0.367645399	0.408588516	0.054403083	0.163740871
817	0.36738255	0.361118589	0.367752063	0.409241037	0.054500042	0.163847332
818	0.367325091	0.361049831	0.367805365	0.409819185	0.054588054	0.163928338
819	0.367200997	0.360907034	0.36779336	0.410332517	0.054665937	0.163979453
820	0.367045227	0.360735727	0.367758707	0.410794356	0.054739937	0.164007209
821	0.366926433	0.360604561	0.367751423	0.411272113	0.054812173	0.164048997
822	0.366865106	0.360532026	0.367795781	0.411797755	0.054889615	0.164107793
823	0.366840133	0.360491005	0.367874171	0.412342826	0.054975959	0.1641849
824	0.366849365	0.360473915	0.367980227	0.412931898	0.055077894	0.164290116
825	0.366917651	0.360512498	0.368147858	0.413584446	0.05518507	0.164419698
826	0.367047641	0.360612804	0.36838797	0.414295148	0.055293791	0.164567397
827	0.367189073	0.360724137	0.368641203	0.414997788	0.055384153	0.16470639
828	0.367228317	0.360736901	0.368793465	0.415571767	0.055449898	0.164799354
829	0.367253257	0.360736214	0.368925417	0.41611945	0.055517921	0.164884126
830	0.367265224	0.360728738	0.369054484	0.416623387	0.055566352	0.164934541
831	0.367270073	0.360716783	0.369170511	0.417124468	0.055618684	0.164975798
832	0.36724454	0.360672927	0.369239052	0.417594022	0.055678494	0.165017446
833	0.367247376	0.360649662	0.369341013	0.418083149	0.055756101	0.165079404
834	0.367281177	0.360660612	0.369469789	0.41858888	0.055814662	0.165127986
835	0.367359594	0.360714472	0.369642485	0.41912574	0.055867673	0.165186229
836	0.367449251	0.360779163	0.369833237	0.41966578	0.05593405	0.165252957
837	0.367508003	0.360821265	0.370000505	0.420205018	0.056026272	0.165330104
838	0.367597489	0.360896008	0.370195841	0.420787006	0.056136174	0.165424144
839	0.367718979	0.3610004	0.370404729	0.421390157	0.056249453	0.165538079
840	0.367894461	0.361158008	0.370667122	0.422060705	0.056370975	0.165681907
841	0.368041583	0.361286289	0.37090321	0.422688316	0.056491963	0.165806119
842	0.36817364	0.361395019	0.37112252	0.423290619	0.056604655	0.165916432
843	0.368324729	0.361525972	0.371368854	0.42390223	0.056688214	0.16601391
844	0.368442796	0.361621104	0.371567922	0.424455522	0.056761087	0.166093173
845	0.368547217	0.361702584	0.371738299	0.424986988	0.056837816	0.166173112
846	0.368561832	0.361704241	0.371814601	0.42540736	0.056907269	0.166219548
847	0.368569161	0.361704588	0.371893895	0.425819515	0.056973281	0.166267307
848	0.368604229	0.361729787	0.371995004	0.426234045	0.057036539	0.166309349
849	0.368608225	0.361715633	0.372054964	0.426601984	0.057102785	0.166334289
850	0.368638311	0.361729117	0.372167265	0.427011889	0.057161093	0.16638543
851	0.368670312	0.361737835	0.372281972	0.427409913	0.057202975	0.166425121
852	0.368685042	0.361729452	0.37236835	0.427774166	0.057223495	0.166426326
853	0.368757957	0.361774268	0.372521221	0.428200054	0.057283987	0.166477259
854	0.368791493	0.361785547	0.37264646	0.428597787	0.057347913	0.166539073
855	0.368836048	0.361808243	0.372782071	0.429031781	0.057421832	0.166621669
856	0.368921529	0.361852604	0.372943823	0.429480184	0.057493804	0.166693134
857	0.369080617	0.36197801	0.37316841	0.430053844	0.05759053	0.16681375
858	0.369257159	0.362130924	0.373413561	0.430669543	0.05768903	0.166963328
859	0.369327421	0.362183355	0.373561477	0.431145637	0.057761052	0.167066282
860	0.369376376	0.362218595	0.373664579	0.43158325	0.057819782	0.167134443
861	0.369431263	0.362265684	0.373770573	0.432040307	0.057882599	0.167210057
862	0.369538277	0.362369274	0.373927629	0.432557403	0.057978689	0.167328189
863	0.369708151	0.362543582	0.374156949	0.433135156	0.058092706	0.167480009
864	0.36981462	0.362656341	0.374327335	0.433624989	0.058186673	0.167583051
865	0.369894719	0.362737046	0.374482356	0.434080357	0.058261858	0.167662939
866	0.369929869	0.362767135	0.374594402	0.434466883	0.0583164	0.167714275
867	0.369890664	0.362727522	0.374629922	0.434760427	0.058347102	0.167731699
868	0.3698971	0.362736348	0.374724734	0.435126888	0.0583807	0.167784527
869	0.369904832	0.362731702	0.374808586	0.435473763	0.058425884	0.167831796
870	0.369916306	0.36273004	0.374906857	0.435832076	0.058485075	0.167891974
871	0.369934915	0.362737726	0.375025635	0.436202759	0.058553385	0.167973213
872	0.369922277	0.362712514	0.375114112	0.436535598	0.058598004	0.168043742
873	0.369963393	0.362729569	0.375249677	0.436896837	0.058625856	0.16812694
874	0.37003507	0.36276982	0.375394715	0.43730774	0.058675371	0.168217622
875	0.370143475	0.362863536	0.375564302	0.437822355	0.058757441	0.168348589
876	0.370169024	0.362887058	0.375654237	0.438217717	0.058811553	0.16844498
877	0.370139682	0.362852282	0.375705604	0.438562935	0.058888024	0.168530539
878	0.370109195	0.362822221	0.375749907	0.438915335	0.058988185	0.168606822
879	0.370071792	0.362806555	0.375797497	0.439246762	0.059066638	0.168680309
880	0.370128284	0.362876791	0.37595216	0.439691946	0.059168402	0.16881324
881	0.370181242	0.362929597	0.376096046	0.440099724	0.059263313	0.168934058
882	0.370212736	0.362946014	0.376204517	0.440448911	0.059335539	0.169016325
883	0.370200506	0.362925646	0.376279342	0.44076464	0.059400624	0.169100299
884	0.370156609	0.362875083	0.376311981	0.441042886	0.05944587	0.169175245
885	0.370163611	0.362871112	0.376370479	0.441365358	0.059486023	0.169261094
886	0.370214512	0.362900451	0.376495787	0.441795269	0.059580218	0.169414965
887	0.370225753	0.362882861	0.376614601	0.442178831	0.059665439	0.169537302
888	0.370190739	0.362820961	0.376701188	0.442505319	0.059734373	0.169615449
889	0.370124505	0.362730673	0.37672268	0.442789702	0.059819374	0.169672284
890	0.37006048	0.362657399	0.376744624	0.443085955	0.059917612	0.16978485
891	0.370009956	0.362609184	0.376780742	0.44339153	0.060014555	0.169927759
892	0.369965911	0.362569521	0.376809989	0.443712894	0.060134724	0.170060772
893	0.36995154	0.362563518	0.376849637	0.444069703	0.060267839	0.170189186
894	0.369925063	0.362552102	0.376888244	0.444406604	0.060399344	0.170311703
895	0.369921566	0.362555769	0.376976225	0.444794443	0.060556472	0.170456388
896	0.369913397	0.362534329	0.377058051	0.44518129	0.060685373	0.170610388
897	0.369908715	0.36252037	0.377142172	0.445529767	0.060768764	0.17074769
898	0.369963062	0.362554648	0.377296677	0.445936056	0.060862503	0.170918194
899	0.370017181	0.362584529	0.377426657	0.446325211	0.06094501	0.171091099
900	0.370052615	0.362607874	0.377526923	0.44669714	0.061027631	0.171265135
901	0.370067891	0.362620548	0.377615157	0.447055392	0.061096988	0.171422467
902	0.37011859	0.36264306	0.377742418	0.447394457	0.061114922	0.171510205
903	0.370126546	0.362628645	0.377819171	0.447702243	0.061115253	0.17159945
904	0.370096533	0.362573808	0.37789596	0.448013924	0.061138876	0.171714801
905	0.370035226	0.362474614	0.377977724	0.448263121	0.061143249	0.171782494
906	0.370007228	0.362421679	0.378047423	0.44851917	0.061153425	0.171848599
907	0.369990123	0.362400744	0.378094427	0.448804757	0.061202885	0.171977726
908	0.370009366	0.362435254	0.378192514	0.449148889	0.061275251	0.172205271
909	0.370038216	0.362468125	0.378277183	0.44945085	0.06133736	0.172382307
910	0.37007206	0.362517762	0.378382168	0.449752237	0.061409016	0.172504105
911	0.370117905	0.36259319	0.378513612	0.450089929	0.061504958	0.172606283
912	0.370176259	0.362668159	0.378659773	0.450432795	0.061617106	0.172715433
913	0.370249913	0.362744866	0.378816412	0.45078349	0.061719412	0.172890135
914	0.370319055	0.362798076	0.37896508	0.451145203	0.061826441	0.173108468
915	0.370374978	0.362854101	0.379114494	0.451499294	0.061962264	0.173301295
916	0.370447524	0.362919994	0.379268396	0.451872206	0.062101821	0.173508853
917	0.370480557	0.362940921	0.37937975	0.452227077	0.06223744	0.173722125
918	0.370457253	0.362915039	0.37946501	0.452534991	0.062355884	0.173910911
919	0.370454316	0.362900695	0.379547147	0.452896215	0.062498026	0.174067751
920	0.37048399	0.362902299	0.379660254	0.453239106	0.06259284	0.174209294
921	0.37045403	0.362850738	0.379702346	0.453496089	0.062641369	0.174373258
922	0.370402573	0.362768468	0.379742481	0.45378728	0.062691887	0.174528205
923	0.370375409	0.362693011	0.379806114	0.454074885	0.062732994	0.174677139
924	0.370346432	0.362630705	0.37982462	0.454293867	0.06273051	0.174795689
925	0.370343031	0.362618292	0.379881693	0.454539219	0.062699802	0.17492152
926	0.370340699	0.362619718	0.379959777	0.454822007	0.062720723	0.17508768
927	0.370328515	0.362614361	0.380034762	0.455102827	0.062775511	0.175217828
928	0.370333597	0.362645042	0.380153078	0.45544547	0.062868759	0.17533559
929	0.370366879	0.362696684	0.380293762	0.455798921	0.062982049	0.175513332
930	0.370394604	0.362722728	0.380414218	0.456140941	0.063089971	0.175743424
931	0.370362847	0.362688959	0.380491087	0.45644935	0.063181684	0.17601253
932	0.370351974	0.362673363	0.380585301	0.456790889	0.063344579	0.176289219
933	0.370328294	0.362641626	0.380683408	0.457153021	0.063549038	0.176563268
934	0.370268432	0.362570437	0.380749923	0.457449951	0.063711826	0.1768219
935	0.370190834	0.362496284	0.380809801	0.457645662	0.063794054	0.176986864
936	0.370139061	0.36241645	0.380879607	0.457891096	0.063886726	0.177159538
937	0.370151111	0.362375709	0.380969042	0.458255817	0.064025306	0.177355209
938	0.370132801	0.362314305	0.381040222	0.458565666	0.064110447	0.17752032
939	0.370042743	0.362207261	0.381052261	0.458756608	0.064168627	0.17764178
940	0.369913601	0.362063587	0.381046825	0.458943634	0.064248847	0.177761964
941	0.369816482	0.361921664	0.381104291	0.459126605	0.064332338	0.177923712
942	0.369724389	0.361804867	0.38110132	0.459266815	0.064343065	0.178005367
943	0.369618693	0.361698415	0.381073818	0.459457994	0.064343171	0.178089259
944	0.369453901	0.361533311	0.380998698	0.459673969	0.064407692	0.178225186
945	0.369310993	0.36137599	0.380929976	0.459820733	0.064473569	0.178320102
946	0.369179658	0.361212371	0.380891067	0.459947498	0.064530413	0.178402656
947	0.369020274	0.361008931	0.380851719	0.460053825	0.064590995	0.178535623
948	0.368798182	0.360739129	0.380744962	0.46017133	0.06467163	0.178686136
949	0.368567365	0.36045496	0.380615983	0.460182228	0.064681664	0.178755402
950	0.368394357	0.3602414	0.380545353	0.460189296	0.064674067	0.178813287
951	0.368180056	0.360017435	0.380497144	0.460212315	0.064635996	0.178896064
952	0.367974024	0.359761358	0.380477987	0.460174591	0.064565923	0.178935183
953	0.36779379	0.359521079	0.380501346	0.460164314	0.064512315	0.178985429
954	0.367585353	0.359251835	0.380507079	0.460290871	0.064585216	0.179162743
955	0.367435469	0.359065088	0.38051894	0.460610979	0.064803253	0.179451674
956	0.367334365	0.35895032	0.380529671	0.460963945	0.065032219	0.17973919
957	0.367264012	0.358858232	0.380544864	0.461227395	0.065216913	0.179989477
958	0.367221195	0.358754235	0.380611056	0.461467967	0.065373348	0.180195509
959	0.367192933	0.358668757	0.380701943	0.461851518	0.065559892	0.180493496
960	0.367118577	0.358580607	0.380694381	0.462228117	0.065704822	0.180755751
961	0.36696003	0.358428175	0.380628637	0.462480844	0.06580783	0.180947193
962	0.366771168	0.358247473	0.38051177	0.462597671	0.065904192	0.181122468
963	0.3666194	0.358100611	0.3803888	0.462579816	0.065968667	0.181238116
964	0.366505008	0.357995129	0.380283621	0.462568376	0.065988007	0.181318195
965	0.366379017	0.357874223	0.3801979	0.462574177	0.065970221	0.181434704
966	0.366235433	0.357739093	0.380102726	0.462612421	0.065924878	0.181570364
967	0.366102694	0.357627419	0.380053962	0.462632058	0.065808433	0.181670339
968	0.365927463	0.357544982	0.38002071	0.462531429	0.065683517	0.181760469
969	0.36575764	0.357467864	0.379970904	0.4625592	0.065668721	0.181984103
970	0.365627416	0.357360664	0.379889714	0.462664526	0.0657436	0.18228655
971	0.365481956	0.357218424	0.379765986	0.462731333	0.065822835	0.182602752
972	0.365390663	0.357120164	0.37968055	0.462885536	0.065962053	0.182926437
973	0.365365373	0.357071467	0.379614143	0.463098812	0.066069317	0.18319941
974	0.365375223	0.357071472	0.379593697	0.463286631	0.065957004	0.183347655
975	0.365422855	0.35708979	0.379699353	0.463536319	0.066065994	0.183546016
976	0.365448268	0.357076995	0.379862477	0.463809626	0.066235301	0.183729256
977	0.365378657	0.356991174	0.379948369	0.464066884	0.066304819	0.18387507
978	0.365278642	0.356917564	0.379986554	0.464257421	0.066289989	0.183907072
979	0.36514988	0.356819963	0.379964911	0.464269783	0.066121425	0.183808984
980	0.365020526	0.356718876	0.379914896	0.464241101	0.065906701	0.183762246
981	0.364987812	0.356762376	0.379987268	0.464453357	0.065836511	0.183901808
982	0.365004409	0.356863073	0.380144895	0.464782536	0.065933387	0.184186481
983	0.3649648	0.356895988	0.380311007	0.465124207	0.066125172	0.184565674
984	0.364832768	0.356838232	0.380377517	0.465378139	0.066253757	0.18485375
985	0.364776234	0.356846773	0.380411225	0.465635866	0.066406924	0.185132049
986	0.364782762	0.356877459	0.380444948	0.465870246	0.066620054	0.18542357
987	0.364834483	0.356815985	0.380492493	0.466324955	0.066977536	0.185844119
988	0.364820927	0.356779672	0.380395207	0.46659446	0.06725463	0.186312674
989	0.364732762	0.356686353	0.380233465	0.466637681	0.067419962	0.186701539
990	0.364644314	0.356586584	0.380108415	0.466720519	0.067577363	0.18704995
991	0.364681181	0.35660133	0.380034689	0.4669179	0.067658037	0.187320614
992	0.364599344	0.356740146	0.379919431	0.467874558	0.068162706	0.188005378
993	0.3645976	0.356816665	0.379855564	0.468451763	0.068596744	0.18846165
994	0.364570347	0.3567777	0.379707454	0.468546408	0.068576706	0.188523351
995	0.364522024	0.356681665	0.379546057	0.468294343	0.068212629	0.188319209
996	0.364508584	0.356609597	0.379453578	0.467864165	0.067715619	0.18800883
997	0.364504948	0.356498448	0.379421462	0.467214288	0.067089331	0.187574348
998	0.364548641	0.356414132	0.379494403	0.466506044	0.066492589	0.187095186
999	0.364659737	0.35640677	0.37967949	0.465859173	0.066025174	0.18665278
1000	0.364754819	0.356348677	0.37985214	0.465054293	0.065521661	0.186096097
1001	0.364824447	0.356227117	0.379988638	0.464141958	0.064923707	0.185396904
1002	0.364938763	0.356088484	0.380117537	0.463231916	0.064286524	0.18461211
1003	0.365195146	0.356038879	0.380324309	0.462513896	0.063800299	0.183945533
1004	0.365412361	0.355932669	0.380558332	0.461889823	0.063425126	0.183397974
1005	0.365553668	0.355804531	0.380759216	0.461328352	0.063126209	0.182997197
1006	0.365617468	0.355772651	0.380808444	0.460765492	0.062806061	0.182795379
1007	0.365650615	0.355695527	0.380840493	0.460436449	0.062585351	0.182741489
1008	0.36570991	0.355660068	0.380889898	0.46045044	0.062502068	0.182819997
1009	0.365819398	0.355762417	0.380956761	0.46088764	0.062594114	0.183070541
1010	0.36573113	0.35582895	0.380899852	0.461642025	0.06292206	0.183606939
1011	0.365731219	0.35578824	0.380837142	0.46165766	0.062832397	0.183757825
1012	0.365720923	0.355771729	0.38079349	0.461690154	0.06277593	0.183928138
1013	0.365689486	0.355797683	0.380824874	0.461775465	0.062765391	0.184107775
1014	0.365639197	0.355843422	0.380891762	0.46186776	0.062778425	0.184259388
1015	0.365569042	0.355884501	0.380971646	0.461921225	0.062780814	0.184355415
1016	0.365448769	0.355886377	0.381005521	0.461922145	0.062754339	0.184403721
1017	0.365319719	0.35587893	0.381009193	0.46198577	0.062704792	0.184470149
1018	0.365240246	0.355906819	0.381038354	0.462173265	0.062662476	0.184586311
1019	0.365163833	0.355910596	0.381030255	0.462366031	0.062647997	0.184704373
1020	0.365161211	0.355963751	0.381054027	0.462628186	0.062713362	0.184864593
1021	0.36522108	0.356065862	0.381117575	0.462941559	0.062809137	0.185068244
1022	0.365296391	0.356148079	0.381177119	0.4632121	0.062846675	0.185245119
1023	0.365382427	0.356206349	0.38123307	0.463453106	0.062834394	0.185403557
1024	0.365457184	0.356245904	0.381286192	0.463674135	0.062793014	0.185590641
1025	0.365481185	0.356233451	0.381307407	0.463830117	0.062742935	0.185754818
1026	0.36552451	0.356233877	0.381370641	0.463991409	0.062718323	0.185894927
1027	0.36559571	0.356260142	0.381476257	0.464184193	0.062736178	0.18606656
1028	0.365671103	0.356290238	0.381575848	0.464389979	0.062792499	0.186301078
1029	0.36576324	0.356344773	0.381681409	0.46461054	0.062876708	0.186557425
1030	0.365869949	0.356432652	0.381823103	0.464858012	0.06295599	0.186795146
1031	0.36597	0.356541311	0.3819935	0.465111777	0.062991811	0.187019246
1032	0.366011994	0.356592209	0.38211097	0.465254418	0.062972995	0.187226782
1033	0.36599862	0.356561107	0.38214961	0.465277344	0.062928914	0.187425022
1034	0.365962793	0.356490992	0.382146157	0.465308463	0.062893482	0.187622462
1035	0.365921477	0.356412798	0.382133602	0.465431969	0.062883886	0.187830416
1036	0.365894641	0.35635689	0.382122064	0.465601931	0.06290042	0.188070473
1037	0.365915799	0.356363252	0.3821308	0.465804766	0.062947815	0.188367634
1038	0.36600327	0.356443073	0.382176958	0.466056451	0.063044271	0.188692068
1039	0.366132279	0.356548829	0.382224985	0.466311579	0.063126607	0.188966306
1040	0.366210224	0.356586978	0.382209746	0.466483794	0.063137373	0.189141647
1041	0.366247701	0.356594021	0.38219397	0.466661012	0.063134055	0.189302614
1042	0.366272482	0.356621437	0.382214726	0.466885339	0.063149494	0.189482951
1043	0.366321052	0.356694168	0.382276101	0.467159632	0.063167682	0.189652768
1044	0.366416051	0.356820593	0.382397632	0.467517539	0.0632126	0.189837786
1045	0.366495439	0.356938563	0.382507789	0.467869701	0.063266651	0.190025017
1046	0.366538727	0.357015187	0.3825762	0.468160527	0.063306047	0.190198631
1047	0.366587767	0.357091187	0.382655736	0.468430974	0.063328525	0.190372321
1048	0.366605909	0.357136088	0.382716997	0.468644758	0.063324223	0.19053346
1049	0.366607374	0.357165822	0.38277157	0.468816457	0.063294711	0.19067485
1050	0.366566418	0.357157626	0.382781242	0.468895165	0.063268725	0.190771425
1051	0.366495547	0.357120662	0.38274737	0.468921287	0.063289112	0.19085632
1052	0.366437883	0.357094395	0.382733158	0.469005793	0.063355573	0.190975372
1053	0.366383553	0.35705163	0.382718961	0.469125694	0.063424911	0.191122406
1054	0.366348851	0.357011068	0.382710757	0.469233761	0.06346479	0.191300686
1055	0.366369849	0.357038763	0.382778234	0.469401347	0.063528354	0.191518589
1056	0.366360175	0.357046143	0.382826846	0.469551763	0.063587863	0.191693027
1057	0.366338356	0.357014956	0.382846202	0.469694977	0.063624423	0.191842192
1058	0.36633953	0.356979363	0.382885319	0.469891072	0.063637331	0.192038479
1059	0.366336054	0.356949103	0.382938506	0.470118808	0.063616605	0.192271691
1060	0.366330825	0.35695606	0.383004251	0.470367683	0.063596835	0.19250332
1061	0.366339135	0.357003061	0.383077347	0.47062452	0.063597319	0.192723378
1062	0.366354468	0.357066404	0.38313555	0.470861802	0.063618553	0.192952983
1063	0.3663664	0.357132478	0.383158195	0.47105986	0.063637974	0.193195295
1064	0.366359194	0.357159366	0.383141155	0.471206267	0.06365224	0.193432271
1065	0.366390183	0.357190378	0.383172607	0.471385491	0.063682083	0.193689607
1066	0.366409692	0.357193146	0.383205505	0.471542862	0.063705392	0.193918962
1067	0.366423209	0.357194404	0.383219553	0.471688519	0.063724506	0.194100048
1068	0.366439203	0.357220504	0.383225594	0.471832369	0.063784256	0.194265988
1069	0.366473281	0.357254639	0.383246601	0.471990382	0.063893126	0.194439972
1070	0.366585178	0.35731289	0.383340645	0.472251105	0.06401533	0.194650669
1071	0.366657722	0.357295318	0.383409986	0.472485002	0.064076051	0.194832661
1072	0.366699489	0.357266067	0.383505641	0.472707436	0.064101172	0.194987209
1073	0.36668692	0.357230446	0.383612468	0.472896872	0.064128906	0.195115042
1074	0.366636386	0.357162899	0.383687303	0.473035629	0.064117895	0.195237148
1075	0.366578938	0.357058717	0.383716521	0.473129355	0.064079619	0.195389621
1076	0.366553096	0.35699126	0.383767029	0.473257172	0.064037592	0.195599848
1077	0.366474274	0.356909227	0.383790492	0.47333147	0.063982867	0.195807238
1078	0.366413167	0.356863995	0.383849215	0.473435932	0.063951598	0.196041201
1079	0.366374617	0.356846125	0.383904123	0.473563311	0.063913885	0.19631485
1080	0.366358448	0.356870472	0.383944829	0.473717959	0.063839142	0.196630163
1081	0.36630625	0.356877735	0.383933604	0.47383134	0.063733887	0.1969283
1082	0.366237841	0.356871181	0.38390469	0.47393213	0.063640544	0.197174698
1083	0.366219327	0.356899966	0.383926563	0.474093526	0.063598643	0.197402866
1084	0.366236847	0.356942977	0.383962811	0.47426324	0.063608423	0.197602728
1085	0.366318825	0.357035579	0.384033797	0.474486602	0.063677508	0.197807042
1086	0.366409657	0.357132644	0.384098993	0.474730635	0.063803168	0.198016133
1087	0.366498621	0.35720431	0.384158857	0.474990225	0.063939883	0.19820473
1088	0.366568636	0.357229634	0.384215272	0.475244492	0.064042166	0.19836
1089	0.366559564	0.35717619	0.384231801	0.475424951	0.064095328	0.198477458
1090	0.366521111	0.357122498	0.384270066	0.475574664	0.064106308	0.198579724
1091	0.366448731	0.357057267	0.384302845	0.47564565	0.064071522	0.198650174
1092	0.366427921	0.357021547	0.384372364	0.475735658	0.06401367	0.198741813
1093	0.366402904	0.356954883	0.384408187	0.475794696	0.063942295	0.198842334
1094	0.366385324	0.356895317	0.384460286	0.475887639	0.063885532	0.198974898
1095	0.366350384	0.356819557	0.384527547	0.47601551	0.063858239	0.199134493
1096	0.366310674	0.356745772	0.384598303	0.476173753	0.06384494	0.199320567
1097	0.366237675	0.356678445	0.384623222	0.476315806	0.063832889	0.199501241
1098	0.36613171	0.356626372	0.384616692	0.476438715	0.063836559	0.199668211
1099	0.366022573	0.356600233	0.384618725	0.476567603	0.063876792	0.199836796
1100	0.365938597	0.356607658	0.384639804	0.476714638	0.06395625	0.200005234
1101	0.365912916	0.356659449	0.384700915	0.476906121	0.06407555	0.200193651
1102	0.365908331	0.35670547	0.384757805	0.477086097	0.064208591	0.200388877
1103	0.365978444	0.356801794	0.384867305	0.477315162	0.064317776	0.20063274
1104	0.366022106	0.356859421	0.384935933	0.477460091	0.064376293	0.200861611
1105	0.36600908	0.356850312	0.384960652	0.477500619	0.06438934	0.201039576
1106	0.365988421	0.356810115	0.384998695	0.477524616	0.064377994	0.201202042
1107	0.365965434	0.356750094	0.385036632	0.477553342	0.06434875	0.201373721
1108	0.365936687	0.356698906	0.385070898	0.477600615	0.064294475	0.201566471
1109	0.365915849	0.356661709	0.385109429	0.477665415	0.064215041	0.201769147
1110	0.365911218	0.356629498	0.38516186	0.477776083	0.06410722	0.201987502
1111	0.36586998	0.356560495	0.385176406	0.477882608	0.063995298	0.202194738
1112	0.365798285	0.356474014	0.385159209	0.477990098	0.063927822	0.202372719
1113	0.365696071	0.356370435	0.385114665	0.478086217	0.06391169	0.202515533
1114	0.365556335	0.356259284	0.385047272	0.478141341	0.06392059	0.202654174
1115	0.365395718	0.356152924	0.384970957	0.47818208	0.063956888	0.20280091
1116	0.365270328	0.356090349	0.384937221	0.47830453	0.064014811	0.202977502
1117	0.365148966	0.356044009	0.384916766	0.478463818	0.064068491	0.203159886
1118	0.36502347	0.355990708	0.384886441	0.478592123	0.064125963	0.203302819
1119	0.364955561	0.355972287	0.384890958	0.478720356	0.064206678	0.203410179
1120	0.364857254	0.355900426	0.38484887	0.478726154	0.064257805	0.203458838
1121	0.364791765	0.355838636	0.384859461	0.478692065	0.064249061	0.203491273
1122	0.364661955	0.3557016	0.384824056	0.478528729	0.06419099	0.203471241
1123	0.364483415	0.355516252	0.384747207	0.478296457	0.0641254	0.203455866
1124	0.364343079	0.355358936	0.384702183	0.47812778	0.064069318	0.203498101
