7 !No of Header lines including this one
c
c This is a soil signature I got from Petra, it was resampled from APEX data
c ONLY FOR TESTING PURPOSE. It sems that the data is not so good
c
c soil code 1 is just the wavelength. Too lazy to make a proper file...
c
2 2001 !No. of soils, no of bands
1	2	!soil code
0.84	0.84	!b
0.68	0.68	!c
0.3	0.3	!B0
0.23	0.23	!h
400     0.057927338
401	0.057927338
402	0.058819424
403	0.059711511
404	0.060603597
405	0.061495683
406	0.06238777
407	0.063279856
408	0.064171942
409	0.065064029
410	0.065956115
411	0.066848201
412	0.067740288
413	0.068632374
414	0.069385821
415	0.070079851
416	0.070773881
417	0.07146791
418	0.07216194
419	0.07285597
420	0.07355
421	0.07424403
422	0.07493806
423	0.07563209
424	0.076326119
425	0.077020149
426	0.077714179
427	0.078342742
428	0.078818548
429	0.079294355
430	0.079770161
431	0.080245968
432	0.080721774
433	0.081197581
434	0.081673387
435	0.082149194
436	0.082625
437	0.083100806
438	0.083576613
439	0.084052419
440	0.084413043
441	0.08476087
442	0.085108696
443	0.085456522
444	0.085804348
445	0.086152174
446	0.0865
447	0.086847826
448	0.087195652
449	0.087543478
450	0.087891304
451	0.088141121
452	0.088243925
453	0.088346729
454	0.088449533
455	0.088552336
456	0.08865514
457	0.088757944
458	0.088860748
459	0.088963551
460	0.089066355
461	0.089169159
462	0.089250515
463	0.08932268
464	0.089394845
465	0.08946701
466	0.089539175
467	0.08961134
468	0.089683505
469	0.08975567
470	0.089827835
471	0.0899
472	0.090039785
473	0.09017957
474	0.090319355
475	0.09045914
476	0.090598925
477	0.09073871
478	0.090878495
479	0.09101828
480	0.091158065
481	0.091450526
482	0.091808421
483	0.092166316
484	0.092524211
485	0.092882105
486	0.09324
487	0.093597895
488	0.093955789
489	0.094313684
490	0.094707368
491	0.095244211
492	0.095781053
493	0.096317895
494	0.096854737
495	0.097391579
496	0.097928421
497	0.098465263
498	0.099002105
499	0.099538947
500	0.100178947
501	0.100863158
502	0.101547368
503	0.102231579
504	0.102915789
505	0.1036
506	0.104284211
507	0.104968421
508	0.105652632
509	0.106351724
510	0.107110345
511	0.107868966
512	0.108627586
513	0.109386207
514	0.110144828
515	0.110903448
516	0.111662069
517	0.11242069
518	0.113210256
519	0.114030769
520	0.114851282
521	0.115671795
522	0.116492308
523	0.117312821
524	0.118133333
525	0.118953846
526	0.119739189
527	0.120509459
528	0.12127973
529	0.12205
530	0.12282027
531	0.123590541
532	0.124360811
533	0.125114286
534	0.125828571
535	0.126542857
536	0.127257143
537	0.127971429
538	0.128685714
539	0.1294
540	0.130103077
541	0.13078
542	0.131456923
543	0.132133846
544	0.132810769
545	0.133487692
546	0.134164615
547	0.134842373
548	0.135520339
549	0.136198305
550	0.136876271
551	0.137554237
552	0.138232203
553	0.138871154
554	0.139505769
555	0.140140385
556	0.140775
557	0.141409615
558	0.141962963
559	0.142481481
560	0.143
561	0.143518519
562	0.144037037
563	0.144544643
564	0.145026786
565	0.145508929
566	0.145991071
567	0.146473214
568	0.146955357
569	0.147391667
570	0.147808333
571	0.148225
572	0.148641667
573	0.149058333
574	0.149538462
575	0.150025641
576	0.150512821
577	0.151
578	0.15135
579	0.1517
580	0.15205
581	0.1524
582	0.152790244
583	0.153180488
584	0.153570732
585	0.153960976
586	0.154385714
587	0.154814286
588	0.155242857
589	0.155671429
590	0.156109302
591	0.156551163
592	0.156993023
593	0.157434884
594	0.1579
595	0.1584
596	0.1589
597	0.1594
598	0.1599
599	0.160188889
600	0.160477778
601	0.160766667
602	0.161055556
603	0.161352174
604	0.161656522
605	0.16196087
606	0.162265217
607	0.162569565
608	0.162829787
609	0.163085106
610	0.163340426
611	0.163595745
612	0.163845833
613	0.164075
614	0.164304167
615	0.164533333
616	0.1647625
617	0.165008108
618	0.165278378
619	0.165548649
620	0.165818919
621	0.166152
622	0.166512
623	0.166904
624	0.167424
625	0.167944
626	0.168342308
627	0.168688462
628	0.169038462
629	0.169423077
630	0.169807692
631	0.170173077
632	0.170519231
633	0.170865385
634	0.1713
635	0.171744444
636	0.17212963
637	0.172277778
638	0.172425926
639	0.172574074
640	0.172722222
641	0.17287037
642	0.1729
643	0.1729
644	0.172932143
645	0.173253571
646	0.173575
647	0.173924138
648	0.174337931
649	0.174751724
650	0.175228571
651	0.1758
652	0.176371429
653	0.177158621
654	0.178089655
655	0.17902069
656	0.179603333
657	0.180036667
658	0.18047
659	0.180986207
660	0.181537931
661	0.182089655
662	0.182148387
663	0.182083871
664	0.182019355
665	0.18228
666	0.18268
667	0.18308
668	0.183312903
669	0.183474194
670	0.183635484
671	0.18379375
672	0.18395
673	0.18410625
674	0.184225
675	0.1842875
676	0.18435
677	0.18433125
678	0.1839875
679	0.18364375
680	0.1833
681	0.183027273
682	0.182754545
683	0.182481818
684	0.182315152
685	0.182193939
686	0.182072727
687	0.182152941
688	0.182535294
689	0.182917647
690	0.1833
691	0.184042857
692	0.184785714
693	0.185528571
694	0.186341176
695	0.187223529
696	0.188105882
697	0.188986111
698	0.189847222
699	0.190708333
700	0.191569444
701	0.192416667
702	0.19325
703	0.194083333
704	0.194916667
705	0.195725
706	0.196530556
707	0.197336111
708	0.198143243
709	0.198954054
710	0.199764865
711	0.200575676
712	0.201402703
713	0.202240541
714	0.203078378
715	0.203916216
716	0.204734211
717	0.20555
718	0.206365789
719	0.207179487
720	0.207974359
721	0.208769231
722	0.209564103
723	0.210369231
724	0.211215385
725	0.212061538
726	0.212907692
727	0.213755
728	0.214605
729	0.215455
730	0.216305
731	0.217141463
732	0.217946341
733	0.21875122
734	0.219556098
735	0.22035122
736	0.221107317
737	0.221863415
738	0.222619512
739	0.223342857
740	0.223771429
741	0.2242
742	0.224628571
743	0.225057143
744	0.225335714
745	0.225597619
746	0.225859524
747	0.226121429
748	0.226297674
749	0.226437209
750	0.226576744
751	0.226716279
752	0.226954545
753	0.227340909
754	0.227727273
755	0.228113636
756	0.2285
757	0.228931818
758	0.229363636
759	0.229795455
760	0.230227273
761	0.230666667
762	0.231111111
763	0.231555556
764	0.232
765	0.23243913
766	0.232830435
767	0.233221739
768	0.233613043
769	0.234004348
770	0.234265217
771	0.234395652
772	0.234526087
773	0.234656522
774	0.234786957
775	0.2348
776	0.2348
777	0.2348
778	0.2348
779	0.2347875
780	0.234725
781	0.2346625
782	0.2346
783	0.2345375
784	0.234525
785	0.2345875
786	0.23465
787	0.2347125
788	0.234775
789	0.234896
790	0.235056
791	0.235216
792	0.235376
793	0.235536
794	0.23572
795	0.23592
796	0.23612
797	0.23632
798	0.23652
799	0.236741176
800	0.236976471
801	0.237211765
802	0.237447059
