17 !No of Header lines including this one    
c           
c spectral base: SPECTRA bands       
c           
c It contains soil single scattering albedo values (Omega)   
c           
c -99. in parameter b means that Hapke and soil moisture model should not be applied
c then file contains Lambertian reflectances      
c           
c in each column the parameters for a soil code is stored
c Soil code 1=Lt, 2=Lu, 3=L, 4=Ls, 5=Ls,    
c 6=Sl, 7=Sl, 8=S, 9=rock, 10=moor      
c           
c Code 30= litter used as background for meadows   
c Code 31= forest understorey
c Code 90= Lambertian version of soil code 1       
c           
22 201 !No. of soils, no of bands 		
1	2	3	4	5	6	7	8	9	10	30	31	72	73	74	75	76	77	78	79	80	90	!soil code
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	!b	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	!c	
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	!B0	
0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23	!h	
0.21324	0.15476	0.16144	0.18939	0.25742	0.21371	0.32102	0.16912	0.31030	0.18178	0.03990	0.03170	0.02271	0.00319	0.01328	0.03421	0.00383	0.03194	0.00051	0.03690	0.00442	0.07400		
0.21772	0.15922	0.16636	0.19406	0.26129	0.21693	0.32311	0.17277	0.31307	0.18659	0.04020	0.03190	0.02663	0.00340	0.01353	0.03618	0.00470	0.03246	0.00063	0.03752	0.00484	0.07600		
0.22567	0.16713	0.17509	0.20233	0.26816	0.22298	0.32682	0.17925	0.31798	0.19512	0.04120	0.03440	0.03056	0.00360	0.01379	0.03814	0.00557	0.03297	0.00076	0.03813	0.00527	0.07900		
0.23628	0.17751	0.18654	0.21317	0.27716	0.23092	0.33170	0.18776	0.32442	0.20630	0.04220	0.04060	0.03448	0.00380	0.01405	0.04011	0.00644	0.03349	0.00089	0.03874	0.00569	0.08300		
0.25089	0.19208	0.20259	0.22839	0.28963	0.24208	0.33857	0.19972	0.33348	0.22198	0.04380	0.04830	0.03841	0.00400	0.01431	0.04208	0.00731	0.03401	0.00101	0.03936	0.00612	0.08800		
0.26420	0.20538	0.21721	0.24243	0.30116	0.25227	0.34486	0.21065	0.34175	0.23627	0.04620	0.05650	0.04234	0.00420	0.01457	0.04404	0.00818	0.03452	0.00114	0.03997	0.00654	0.09300		
0.27262	0.21381	0.22648	0.25120	0.30846	0.25873	0.34886	0.21759	0.34701	0.24531	0.04760	0.06350	0.04626	0.00441	0.01483	0.04601	0.00905	0.03504	0.00126	0.04059	0.00697	0.09700		
0.27939	0.22058	0.23392	0.25825	0.31433	0.26394	0.35207	0.22317	0.35123	0.25258	0.04860	0.06720	0.05019	0.00461	0.01508	0.04798	0.00992	0.03599	0.00151	0.04181	0.00782	0.09900		
0.28831	0.22952	0.24372	0.26753	0.32207	0.27080	0.35632	0.23053	0.35680	0.26215	0.05000	0.06930	0.05411	0.00481	0.01534	0.04995	0.01079	0.03607	0.00152	0.04181	0.00782	0.10300		
0.30132	0.24256	0.25803	0.28107	0.33336	0.28083	0.36255	0.24130	0.36495	0.27629	0.05210	0.07200	0.05760	0.00553	0.01771	0.05164	0.01177	0.03739	0.00206	0.04452	0.00935	0.10800		
0.31703	0.25835	0.27530	0.29743	0.34701	0.29299	0.37010	0.25436	0.37483	0.29313	0.05620	0.07640	0.06109	0.00624	0.02007	0.05333	0.01276	0.03871	0.00260	0.04723	0.01089	0.11400		
0.33263	0.27404	0.29246	0.31368	0.36057	0.30510	0.37751	0.26737	0.38450	0.30985	0.06330	0.08340	0.06458	0.00696	0.02244	0.05502	0.01374	0.04004	0.00314	0.04994	0.01243	0.12000
0.34842	0.28996	0.30983	0.33013	0.37431	0.31741	0.38524	0.28060	0.39454	0.32678	0.07110	0.09090	0.06807	0.00767	0.02480	0.05672	0.01472	0.04136	0.00368	0.05265	0.01396	0.12700
0.36212	0.30380	0.32490	0.34440	0.38624	0.32813	0.39198	0.29212	0.40327	0.34145	0.07590	0.09590	0.07156	0.00839	0.02717	0.05841	0.01570	0.04268	0.00422	0.05535	0.01550	0.13300
0.36927	0.31102	0.33276	0.35184	0.39247	0.33374	0.39552	0.29815	0.40784	0.34911	0.07950	0.09970	0.07505	0.00910	0.02953	0.06010	0.01668	0.04400	0.00477	0.05806	0.01704	0.13600
0.37892	0.32079	0.34354	0.36190	0.40089	0.34133	0.40031	0.30631	0.41403	0.35945	0.08260	0.10310	0.07854	0.00982	0.03190	0.06179	0.01767	0.04532	0.00531	0.06077	0.01857	0.14000
0.39380	0.33588	0.35989	0.37740	0.41388	0.35307	0.40763	0.31894	0.42360	0.37539	0.08390	0.10520	0.08203	0.01054	0.03426	0.06348	0.01865	0.04664	0.00585	0.06348	0.02011	0.14600
0.40821	0.35051	0.37571	0.39242	0.42632	0.36449	0.41484	0.33122	0.43291	0.39082	0.08390	0.10620	0.08552	0.01125	0.03663	0.06518	0.01963	0.04796	0.00639	0.06619	0.02165	0.15200
0.42117	0.36369	0.38994	0.40591	0.43767	0.37479	0.42173	0.34231	0.44132	0.40469	0.08400	0.10750	0.08290	0.01083	0.03496	0.06070	0.01843	0.04473	0.00668	0.06257	0.02218	0.15800
0.43379	0.37642	0.40365	0.41892	0.44863	0.38477	0.42799	0.35304	0.44933	0.41805	0.08480	0.10930	0.08029	0.01040	0.03329	0.05623	0.01723	0.04150	0.00697	0.05895	0.02272	0.16400
0.44497	0.38786	0.41594	0.43059	0.45847	0.39375	0.43378	0.36271	0.45670	0.43003	0.08550	0.11120	0.07767	0.00998	0.03162	0.05176	0.01602	0.03827	0.00726	0.05534	0.02325	0.16900
0.45464	0.39793	0.42658	0.44084	0.46699	0.40156	0.43864	0.37111	0.46310	0.44055	0.08480	0.11210	0.07505	0.00956	0.02995	0.04728	0.01482	0.03504	0.00755	0.05172	0.02379	0.17400
0.46345	0.40696	0.43627	0.45003	0.47476	0.40869	0.44323	0.37879	0.46879	0.44997	0.08460	0.11350	0.07244	0.00913	0.02828	0.04281	0.01362	0.03180	0.00784	0.04811	0.02432	0.17800
0.47229	0.41603	0.44599	0.45924	0.48256	0.41587	0.44785	0.38652	0.47478	0.45942	0.08560	0.11600	0.06982	0.00871	0.02661	0.03834	0.01241	0.02857	0.00813	0.04449	0.02486	0.18200
0.48020	0.42405	0.45457	0.46737	0.48946	0.42223	0.45195	0.39337	0.48019	0.46776	0.08390	0.11650	0.06721	0.00828	0.02494	0.03386	0.01121	0.02534	0.00841	0.04088	0.02539	0.18600
0.48838	0.43237	0.46346	0.47581	0.49661	0.42884	0.45623	0.40049	0.48557	0.47641	0.07960	0.11530	0.06459	0.00786	0.02327	0.02939	0.01001	0.02211	0.00870	0.03726	0.02593	0.19000
0.49694	0.44143	0.47313	0.48498	0.50440	0.43606	0.46090	0.40826	0.49138	0.48581	0.07330	0.11250	0.06197	0.00744	0.02160	0.02492	0.00881	0.01888	0.00899	0.03365	0.02646	0.19400
0.50519	0.45001	0.48243	0.49365	0.51177	0.44291	0.46535	0.41563	0.49700	0.49469	0.06950	0.11170	0.06008	0.00735	0.02084	0.02417	0.00876	0.01879	0.00912	0.03247	0.02643	0.19800
0.51386	0.45883	0.49178	0.50255	0.51935	0.44996	0.46995	0.42323	0.50278	0.50380	0.07180	0.11580	0.05818	0.00727	0.02007	0.02342	0.00871	0.01869	0.00925	0.03130	0.02641	0.20200
0.52251	0.46777	0.50125	0.51156	0.52702	0.45713	0.47463	0.43095	0.50865	0.51303	0.08840	0.13080	0.05628	0.00718	0.01931	0.02267	0.00866	0.01860	0.00938	0.03013	0.02638	0.20700
